user_id,signup_date,last_login_date,logins,avg_session_time_mins,feature_usage_count,upgraded,upgrade_date,churn_flag,days_to_upgrade,signup_month,churn_month,user_segment,cluster
user_5627,2023-10-02,2023-10-11,9,10.3,5,0,,0,,2023-10-01,2023-10-01,Regular User,0
user_5628,2023-04-16,2023-09-11,7,13.81,8,0,,1,,2023-04-01,2023-09-01,Churned,3
user_5629,2023-01-21,2023-02-18,14,12.67,3,0,,1,,2023-01-01,2023-02-01,Churned,2
user_5630,2023-03-05,2023-06-08,8,7.27,6,0,,1,,2023-03-01,2023-06-01,Churned,3
user_5631,2023-06-14,2023-06-23,8,23.12,6,0,,1,,2023-06-01,2023-06-01,Churned,3
user_5632,2023-01-27,2023-02-08,13,22.08,3,1,2023-03-08,0,40.0,2023-01-01,2023-02-01,Regular User,2
user_5633,2023-11-07,2023-12-23,12,18.57,6,1,2024-02-29,0,114.0,2023-11-01,2023-12-01,Regular User,1
user_5634,2023-10-12,2024-03-10,8,21.25,5,1,2024-02-07,0,118.0,2023-10-01,2024-03-01,Regular User,1
user_5635,2023-05-28,2023-07-16,14,12.51,3,1,2023-08-21,0,85.0,2023-05-01,2023-07-01,Regular User,1
user_5636,2023-10-08,2024-02-16,9,14.96,11,1,2023-11-22,0,45.0,2023-10-01,2024-02-01,Regular User,3
user_5637,2023-11-22,2024-03-16,14,12.32,1,0,,0,,2023-11-01,2024-03-01,Regular User,2
user_5638,2023-11-15,2024-03-06,12,16.26,6,0,,0,,2023-11-01,2024-03-01,Regular User,2
user_5639,2023-06-13,2023-09-05,13,19.77,5,0,,1,,2023-06-01,2023-09-01,Churned,2
user_5640,2023-08-12,2023-10-03,8,14.62,2,1,2023-09-24,0,43.0,2023-08-01,2023-10-01,Regular User,0
user_5641,2023-09-29,2024-02-05,8,8.56,7,0,,0,,2023-09-01,2024-02-01,Regular User,3
user_5642,2023-05-26,2023-08-01,12,17.07,8,1,2023-08-24,0,90.0,2023-05-01,2023-08-01,Regular User,1
user_5643,2023-12-22,2024-03-09,10,11.98,3,0,,0,,2023-12-01,2024-03-01,Regular User,0
user_5644,2023-01-30,2023-03-27,13,19.67,3,0,,1,,2023-01-01,2023-03-01,Churned,2
user_5645,2023-02-14,2023-05-21,11,24.37,6,1,2023-02-24,0,10.0,2023-02-01,2023-05-01,Regular User,3
user_5646,2023-10-02,2024-02-13,4,20.33,6,1,2023-10-25,0,23.0,2023-10-01,2024-02-01,Inactive,0
user_5647,2023-02-03,2023-06-29,10,13.92,10,0,,1,,2023-02-01,2023-06-01,Churned,3
user_5648,2023-05-21,2023-11-08,14,15.57,2,0,,0,,2023-05-01,2023-11-01,Regular User,2
user_5649,2023-11-14,2024-01-15,15,14.52,3,1,2023-12-15,0,31.0,2023-11-01,2024-01-01,Regular User,2
user_5650,2023-08-09,2023-10-12,13,10.51,6,1,2023-08-23,0,14.0,2023-08-01,2023-10-01,Regular User,2
user_5651,2023-12-22,2024-01-29,18,12.35,2,1,2024-02-23,0,63.0,2023-12-01,2024-01-01,Regular User,2
user_5652,2023-01-22,2023-05-10,9,14.24,2,0,,1,,2023-01-01,2023-05-01,Churned,0
user_5653,2023-06-29,2023-07-24,8,13.89,7,1,2023-10-18,0,111.0,2023-06-01,2023-07-01,Regular User,1
user_5654,2023-11-25,2024-05-14,11,8.88,1,0,,0,,2023-11-01,2024-05-01,Regular User,2
user_5655,2023-08-19,2023-08-30,6,15.23,2,0,,1,,2023-08-01,2023-08-01,Churned,0
user_5656,2023-02-07,2023-07-06,9,14.71,6,0,,1,,2023-02-01,2023-07-01,Churned,3
user_5657,2023-03-11,2023-05-26,9,3.73,6,1,2023-04-13,0,33.0,2023-03-01,2023-05-01,Regular User,3
user_5658,2023-04-26,2023-09-14,10,14.38,8,0,,1,,2023-04-01,2023-09-01,Churned,3
user_5659,2023-08-27,2023-11-20,6,3.26,3,1,2023-10-28,0,62.0,2023-08-01,2023-11-01,Regular User,0
user_5660,2023-12-01,2023-12-30,10,9.91,5,0,,0,,2023-12-01,2023-12-01,Regular User,0
user_5661,2023-05-28,2023-11-15,9,9.08,6,0,,0,,2023-05-01,2023-11-01,Regular User,3
user_5662,2023-01-09,2023-06-23,10,13.84,9,0,,1,,2023-01-01,2023-06-01,Churned,3
user_5663,2023-10-15,2024-04-01,14,11.59,2,1,2023-11-21,0,37.0,2023-10-01,2024-04-01,Regular User,2
user_5664,2023-02-19,2023-04-11,7,13.31,3,0,,1,,2023-02-01,2023-04-01,Churned,0
user_5665,2023-12-04,2024-02-04,8,24.49,3,1,2024-02-20,0,78.0,2023-12-01,2024-02-01,Regular User,1
user_5666,2023-01-05,2023-05-04,13,10.16,4,0,,1,,2023-01-01,2023-05-01,Churned,2
user_5667,2023-12-09,2024-03-22,10,20.5,8,1,2024-01-09,0,31.0,2023-12-01,2024-03-01,Regular User,3
user_5668,2023-05-06,2023-10-14,9,17.99,5,0,,0,,2023-05-01,2023-10-01,Regular User,0
user_5669,2023-03-16,2023-04-23,10,16.91,3,0,,1,,2023-03-01,2023-04-01,Churned,0
user_5670,2023-06-14,2023-07-24,12,21.16,6,1,2023-08-19,0,66.0,2023-06-01,2023-07-01,Regular User,1
user_5671,2023-10-05,2024-02-02,13,12.72,7,0,,0,,2023-10-01,2024-02-01,Regular User,3
user_5672,2023-11-20,2024-03-06,14,14.25,3,1,2024-02-07,0,79.0,2023-11-01,2024-03-01,Regular User,1
user_5673,2023-10-27,2024-04-08,9,10.77,3,0,,0,,2023-10-01,2024-04-01,Regular User,0
user_5674,2023-10-17,2023-12-20,7,3.08,11,0,,0,,2023-10-01,2023-12-01,Regular User,3
user_5675,2023-03-18,2023-07-13,10,15.52,3,1,2023-05-05,0,48.0,2023-03-01,2023-07-01,Regular User,0
user_5676,2023-10-25,2024-01-11,8,23.6,3,1,2023-12-14,0,50.0,2023-10-01,2024-01-01,Regular User,0
user_5677,2023-05-17,2023-10-23,7,8.08,6,1,2023-09-07,0,113.0,2023-05-01,2023-10-01,Regular User,1
user_5678,2023-04-16,2023-04-23,8,8.58,7,1,2023-04-23,0,7.0,2023-04-01,2023-04-01,Regular User,3
user_5679,2023-04-05,2023-07-10,13,16.5,6,1,2023-07-20,0,106.0,2023-04-01,2023-07-01,Regular User,1
user_5680,2023-05-15,2023-06-01,7,13.87,3,0,,1,,2023-05-01,2023-06-01,Churned,0
user_5681,2023-03-09,2023-08-28,12,22.51,4,0,,1,,2023-03-01,2023-08-01,Churned,2
user_5682,2023-05-27,2023-08-30,7,12.45,4,0,,1,,2023-05-01,2023-08-01,Churned,0
user_5683,2023-06-08,2023-07-10,9,22.66,5,0,,1,,2023-06-01,2023-07-01,Churned,0
user_5684,2023-06-12,2023-06-16,9,17.22,5,0,,1,,2023-06-01,2023-06-01,Churned,0
user_5685,2023-12-07,2024-04-11,3,20.65,8,1,2024-03-16,0,100.0,2023-12-01,2024-04-01,Inactive,1
user_5686,2023-07-08,2023-09-19,9,10.98,6,1,2023-11-03,0,118.0,2023-07-01,2023-09-01,Regular User,1
user_5687,2023-12-05,2024-04-08,10,13.89,6,0,,0,,2023-12-01,2024-04-01,Regular User,3
user_5688,2023-04-05,2023-09-15,12,15.81,3,0,,1,,2023-04-01,2023-09-01,Churned,2
user_5689,2023-06-30,2023-11-27,7,16.76,6,1,2023-10-27,0,119.0,2023-06-01,2023-11-01,Regular User,1
user_5690,2023-10-15,2024-03-30,7,11.36,3,0,,0,,2023-10-01,2024-03-01,Regular User,0
user_5691,2023-11-18,2023-11-22,12,12.49,4,1,2024-01-17,0,60.0,2023-11-01,2023-11-01,Regular User,1
user_5692,2023-07-06,2023-08-08,8,22.7,10,0,,1,,2023-07-01,2023-08-01,Churned,3
user_5693,2023-05-18,2023-06-10,6,19.51,4,0,,1,,2023-05-01,2023-06-01,Churned,0
user_5694,2023-05-10,2023-10-01,10,8.85,4,1,2023-09-05,0,118.0,2023-05-01,2023-10-01,Regular User,1
user_5695,2023-07-13,2023-10-15,10,16.32,3,1,2023-11-06,0,116.0,2023-07-01,2023-10-01,Regular User,1
user_5696,2023-11-12,2024-01-21,14,21.04,5,1,2024-01-12,0,61.0,2023-11-01,2024-01-01,Regular User,1
user_5697,2023-09-30,2023-12-30,7,11.34,5,0,,0,,2023-09-01,2023-12-01,Regular User,0
user_5698,2023-12-18,2024-04-20,8,17.64,6,0,,0,,2023-12-01,2024-04-01,Regular User,3
user_5699,2023-05-24,2023-06-14,12,17.85,4,1,2023-06-13,0,20.0,2023-05-01,2023-06-01,Regular User,2
user_5700,2023-01-16,2023-01-30,14,6.55,4,0,,1,,2023-01-01,2023-01-01,Churned,2
user_5701,2023-10-29,2024-02-06,15,11.12,5,1,2023-12-31,0,63.0,2023-10-01,2024-02-01,Regular User,2
user_5702,2023-09-02,2023-09-16,10,12.36,4,1,2023-10-20,0,48.0,2023-09-01,2023-09-01,Regular User,1
user_5703,2023-04-17,2023-09-16,10,15.0,5,0,,1,,2023-04-01,2023-09-01,Churned,0
user_5704,2023-03-29,2023-05-20,12,12.25,5,1,2023-05-22,0,54.0,2023-03-01,2023-05-01,Regular User,1
user_5705,2023-05-09,2023-10-04,12,16.96,7,1,2023-09-02,0,116.0,2023-05-01,2023-10-01,Regular User,1
user_5706,2023-12-07,2024-03-17,16,13.4,4,1,2024-02-19,0,74.0,2023-12-01,2024-03-01,Regular User,2
user_5707,2023-01-04,2023-04-26,10,7.2,13,1,2023-02-05,0,32.0,2023-01-01,2023-04-01,Regular User,3
user_5708,2023-11-23,2023-12-24,9,1.43,3,0,,0,,2023-11-01,2023-12-01,Regular User,0
user_5709,2023-11-02,2023-11-22,16,12.31,2,1,2023-11-22,0,20.0,2023-11-01,2023-11-01,Regular User,2
user_5710,2023-04-05,2023-09-23,9,15.77,3,0,,1,,2023-04-01,2023-09-01,Churned,0
user_5711,2023-07-28,2023-10-18,7,14.98,7,1,2023-10-06,0,70.0,2023-07-01,2023-10-01,Regular User,1
user_5712,2023-08-13,2023-08-26,7,9.58,9,0,,1,,2023-08-01,2023-08-01,Churned,3
user_5713,2023-12-14,2023-12-28,6,19.17,4,0,,0,,2023-12-01,2023-12-01,Regular User,0
user_5714,2023-11-17,2024-04-12,10,13.01,6,1,2024-01-20,0,64.0,2023-11-01,2024-04-01,Regular User,1
user_5715,2023-02-16,2023-03-21,8,19.26,2,0,,1,,2023-02-01,2023-03-01,Churned,0
user_5716,2023-06-30,2023-12-10,8,19.45,2,0,,0,,2023-06-01,2023-12-01,Regular User,0
user_5717,2023-04-16,2023-07-07,12,19.1,4,0,,1,,2023-04-01,2023-07-01,Churned,2
user_5718,2023-07-18,2023-07-26,8,18.2,6,0,,1,,2023-07-01,2023-07-01,Churned,3
user_5719,2023-04-16,2023-09-20,7,9.05,9,0,,1,,2023-04-01,2023-09-01,Churned,3
user_5720,2023-10-07,2023-12-22,12,13.99,6,0,,0,,2023-10-01,2023-12-01,Regular User,2
user_5721,2023-09-17,2024-02-26,9,22.46,3,0,,0,,2023-09-01,2024-02-01,Regular User,0
user_5722,2023-04-18,2023-09-05,7,13.76,5,0,,1,,2023-04-01,2023-09-01,Churned,0
user_5723,2023-01-19,2023-07-11,9,7.3,3,1,2023-03-06,0,46.0,2023-01-01,2023-07-01,Regular User,0
user_5724,2023-10-23,2023-10-31,9,18.58,6,0,,0,,2023-10-01,2023-10-01,Regular User,3
user_5725,2023-11-02,2023-12-07,8,17.69,3,0,,0,,2023-11-01,2023-12-01,Regular User,0
user_5726,2023-06-20,2023-10-14,9,14.45,4,0,,0,,2023-06-01,2023-10-01,Regular User,0
user_5727,2023-11-27,2023-11-29,7,13.57,4,1,2024-01-17,0,51.0,2023-11-01,2023-11-01,Regular User,0
user_5728,2023-07-14,2023-08-01,5,16.16,9,1,2023-08-25,0,42.0,2023-07-01,2023-08-01,Regular User,3
user_5729,2023-01-12,2023-06-16,13,18.76,4,0,,1,,2023-01-01,2023-06-01,Churned,2
user_5730,2023-07-14,2023-08-05,10,15.4,3,0,,1,,2023-07-01,2023-08-01,Churned,0
user_5731,2023-10-10,2024-01-21,7,17.9,3,0,,0,,2023-10-01,2024-01-01,Regular User,0
user_5732,2023-07-01,2023-11-12,10,23.33,5,1,2023-08-23,0,53.0,2023-07-01,2023-11-01,Regular User,1
user_5733,2023-11-01,2024-02-13,9,13.65,7,0,,0,,2023-11-01,2024-02-01,Regular User,3
user_5734,2023-05-24,2023-10-12,9,28.45,4,0,,0,,2023-05-01,2023-10-01,Regular User,0
user_5735,2023-11-12,2023-12-27,10,24.08,7,1,2023-11-21,0,9.0,2023-11-01,2023-12-01,Regular User,3
user_5736,2023-07-01,2023-11-20,5,12.63,3,0,,0,,2023-07-01,2023-11-01,Regular User,0
user_5737,2023-01-30,2023-02-13,10,25.2,5,1,2023-04-04,0,64.0,2023-01-01,2023-02-01,Regular User,1
user_5738,2023-03-25,2023-05-14,10,12.33,4,0,,1,,2023-03-01,2023-05-01,Churned,0
user_5739,2023-06-15,2023-10-02,12,27.19,4,0,,1,,2023-06-01,2023-10-01,Churned,2
user_5740,2023-10-11,2023-10-18,12,13.72,10,1,2024-01-09,0,90.0,2023-10-01,2023-10-01,Regular User,1
user_5741,2023-10-08,2023-12-15,8,17.57,2,0,,0,,2023-10-01,2023-12-01,Regular User,0
user_5742,2023-04-06,2023-10-01,13,17.48,4,1,2023-06-21,0,76.0,2023-04-01,2023-10-01,Regular User,1
user_5743,2023-09-23,2023-11-24,15,13.09,5,1,2023-10-20,0,27.0,2023-09-01,2023-11-01,Regular User,2
user_5744,2023-10-25,2023-12-31,6,17.25,8,1,2023-11-11,0,17.0,2023-10-01,2023-12-01,Regular User,3
user_5745,2023-10-23,2024-03-14,9,20.8,4,0,,0,,2023-10-01,2024-03-01,Regular User,0
user_5746,2023-08-13,2024-01-11,8,15.43,5,0,,0,,2023-08-01,2024-01-01,Regular User,0
user_5747,2023-11-29,2023-12-04,11,16.31,2,0,,0,,2023-11-01,2023-12-01,Regular User,2
user_5748,2023-12-27,2024-04-23,7,19.06,7,1,2024-04-02,0,97.0,2023-12-01,2024-04-01,Regular User,1
user_5749,2023-02-11,2023-04-08,6,9.45,8,1,2023-05-22,0,100.0,2023-02-01,2023-04-01,Regular User,1
user_5750,2023-10-30,2023-11-29,13,15.42,13,1,2023-12-30,0,61.0,2023-10-01,2023-11-01,Regular User,3
user_5751,2023-09-03,2023-09-08,12,21.29,3,0,,1,,2023-09-01,2023-09-01,Churned,2
user_5752,2023-07-27,2023-12-30,6,13.61,8,1,2023-08-16,0,20.0,2023-07-01,2023-12-01,Regular User,3
user_5753,2023-08-25,2023-10-30,6,18.0,2,0,,0,,2023-08-01,2023-10-01,Regular User,0
user_5754,2023-01-22,2023-06-01,8,6.72,0,0,,1,,2023-01-01,2023-06-01,Inactive,0
user_5755,2023-07-04,2023-12-06,13,15.52,3,0,,0,,2023-07-01,2023-12-01,Regular User,2
user_5756,2023-08-30,2023-11-11,13,14.3,6,0,,0,,2023-08-01,2023-11-01,Regular User,2
user_5757,2023-12-29,2024-04-20,10,15.25,5,1,2024-02-20,0,53.0,2023-12-01,2024-04-01,Regular User,1
user_5758,2023-10-10,2024-01-14,11,14.16,5,1,2024-01-06,0,88.0,2023-10-01,2024-01-01,Regular User,1
user_5759,2023-02-10,2023-08-04,6,21.18,3,0,,1,,2023-02-01,2023-08-01,Churned,0
user_5760,2023-12-02,2024-02-19,9,10.46,7,1,2024-02-16,0,76.0,2023-12-01,2024-02-01,Regular User,1
user_5761,2023-06-11,2023-10-11,13,13.25,5,0,,0,,2023-06-01,2023-10-01,Regular User,2
user_5762,2023-06-09,2023-10-24,5,11.09,1,1,2023-07-29,0,50.0,2023-06-01,2023-10-01,Regular User,0
user_5763,2023-03-30,2023-05-01,13,8.39,5,1,2023-05-16,0,47.0,2023-03-01,2023-05-01,Regular User,2
user_5764,2023-11-18,2024-04-05,9,14.66,5,0,,0,,2023-11-01,2024-04-01,Regular User,0
user_5765,2023-01-12,2023-02-24,13,10.29,5,0,,1,,2023-01-01,2023-02-01,Churned,2
user_5766,2023-03-14,2023-03-26,7,16.23,6,0,,1,,2023-03-01,2023-03-01,Churned,0
user_5767,2023-03-17,2023-08-15,12,16.36,5,1,2023-06-27,0,102.0,2023-03-01,2023-08-01,Regular User,1
user_5768,2023-12-12,2024-05-31,6,15.79,4,1,2024-03-24,0,103.0,2023-12-01,2024-05-01,Regular User,1
user_5769,2023-07-20,2023-09-14,12,17.89,4,0,,1,,2023-07-01,2023-09-01,Churned,2
user_5770,2023-01-10,2023-04-15,6,3.32,7,1,2023-03-21,0,70.0,2023-01-01,2023-04-01,Regular User,3
user_5771,2023-12-18,2024-05-09,7,22.48,5,1,2024-03-09,0,82.0,2023-12-01,2024-05-01,Regular User,1
user_5772,2023-08-14,2023-11-30,12,14.7,6,1,2023-10-27,0,74.0,2023-08-01,2023-11-01,Regular User,1
user_5773,2023-06-25,2023-10-22,11,18.43,2,0,,0,,2023-06-01,2023-10-01,Regular User,2
user_5774,2023-10-03,2024-01-10,11,10.0,4,0,,0,,2023-10-01,2024-01-01,Regular User,2
user_5775,2023-02-08,2023-07-06,13,8.63,5,1,2023-04-05,0,56.0,2023-02-01,2023-07-01,Regular User,1
user_5776,2023-03-01,2023-06-19,8,17.55,9,1,2023-04-30,0,60.0,2023-03-01,2023-06-01,Regular User,3
user_5777,2023-03-07,2023-04-26,16,18.62,7,1,2023-06-21,0,106.0,2023-03-01,2023-04-01,Regular User,1
user_5778,2023-11-17,2023-12-07,10,8.86,5,1,2024-01-11,0,55.0,2023-11-01,2023-12-01,Regular User,1
user_5779,2023-05-04,2023-07-02,17,17.99,3,0,,1,,2023-05-01,2023-07-01,Churned,2
user_5780,2023-06-13,2023-12-08,10,18.5,5,0,,0,,2023-06-01,2023-12-01,Regular User,0
user_5781,2023-06-08,2023-06-28,8,18.14,7,0,,1,,2023-06-01,2023-06-01,Churned,3
user_5782,2023-02-26,2023-06-12,10,15.76,1,0,,1,,2023-02-01,2023-06-01,Churned,0
user_5783,2023-03-19,2023-07-22,8,16.55,7,0,,1,,2023-03-01,2023-07-01,Churned,3
user_5784,2023-07-13,2023-11-23,10,23.55,5,0,,0,,2023-07-01,2023-11-01,Regular User,0
user_5785,2023-10-12,2023-12-23,12,12.1,7,1,2024-02-02,0,113.0,2023-10-01,2023-12-01,Regular User,1
user_5786,2023-01-15,2023-03-31,9,19.38,4,1,2023-03-26,0,70.0,2023-01-01,2023-03-01,Regular User,1
user_5787,2023-01-12,2023-03-30,10,17.11,5,1,2023-04-03,0,81.0,2023-01-01,2023-03-01,Regular User,1
user_5788,2023-04-11,2023-08-22,9,8.14,8,0,,1,,2023-04-01,2023-08-01,Churned,3
user_5789,2023-06-05,2023-08-08,5,7.88,9,0,,1,,2023-06-01,2023-08-01,Churned,3
user_5790,2023-12-06,2024-02-29,8,15.84,5,0,,0,,2023-12-01,2024-02-01,Regular User,0
user_5791,2023-05-05,2023-06-07,12,7.0,3,0,,1,,2023-05-01,2023-06-01,Churned,2
user_5792,2023-12-25,2024-02-18,14,3.02,3,0,,0,,2023-12-01,2024-02-01,Regular User,2
user_5793,2023-10-07,2023-12-20,8,31.51,10,1,2024-01-21,0,106.0,2023-10-01,2023-12-01,Regular User,1
user_5794,2023-04-20,2023-04-22,9,10.17,3,1,2023-07-14,0,85.0,2023-04-01,2023-04-01,Regular User,1
user_5795,2023-11-30,2024-05-17,10,19.6,3,1,2024-03-03,0,94.0,2023-11-01,2024-05-01,Regular User,1
user_5796,2023-12-23,2023-12-28,4,16.17,8,1,2024-02-22,0,61.0,2023-12-01,2023-12-01,Inactive,3
user_5797,2023-05-26,2023-05-31,12,26.63,5,0,,1,,2023-05-01,2023-05-01,Churned,2
user_5798,2023-08-04,2023-12-29,14,24.46,6,1,2023-09-12,0,39.0,2023-08-01,2023-12-01,Regular User,2
user_5799,2023-06-11,2023-11-06,11,17.81,7,0,,0,,2023-06-01,2023-11-01,Regular User,3
user_5800,2023-05-08,2023-05-09,6,7.91,3,0,,1,,2023-05-01,2023-05-01,Churned,0
user_5801,2023-11-10,2024-02-07,9,22.67,6,1,2024-02-16,0,98.0,2023-11-01,2024-02-01,Regular User,1
user_5802,2023-11-28,2024-01-22,13,8.79,4,0,,0,,2023-11-01,2024-01-01,Regular User,2
user_5803,2023-05-30,2023-09-02,9,20.36,5,0,,1,,2023-05-01,2023-09-01,Churned,0
user_5804,2023-02-05,2023-02-14,10,10.05,0,1,2023-03-23,0,46.0,2023-02-01,2023-02-01,Inactive,0
user_5805,2023-06-22,2023-09-16,15,12.51,5,1,2023-07-02,0,10.0,2023-06-01,2023-09-01,Regular User,2
user_5806,2023-01-22,2023-04-01,10,26.63,5,0,,1,,2023-01-01,2023-04-01,Churned,0
user_5807,2023-07-25,2023-12-22,8,16.23,1,1,2023-10-15,0,82.0,2023-07-01,2023-12-01,Regular User,1
user_5808,2023-05-07,2023-08-27,9,11.09,3,0,,1,,2023-05-01,2023-08-01,Churned,0
user_5809,2023-12-02,2023-12-31,8,13.91,4,0,,0,,2023-12-01,2023-12-01,Regular User,0
user_5810,2023-12-22,2024-04-27,6,16.19,5,1,2024-03-17,0,86.0,2023-12-01,2024-04-01,Regular User,1
user_5811,2023-08-05,2023-10-21,7,10.73,11,1,2023-08-23,0,18.0,2023-08-01,2023-10-01,Regular User,3
user_5812,2023-04-06,2023-09-17,8,18.26,3,0,,1,,2023-04-01,2023-09-01,Churned,0
user_5813,2023-06-13,2023-08-06,10,10.93,5,1,2023-08-04,0,52.0,2023-06-01,2023-08-01,Regular User,1
user_5814,2023-05-28,2023-07-15,8,4.29,4,0,,1,,2023-05-01,2023-07-01,Churned,0
user_5815,2023-01-18,2023-02-20,9,13.91,0,0,,1,,2023-01-01,2023-02-01,Inactive,0
user_5816,2023-10-21,2024-02-02,16,11.97,5,1,2024-01-20,0,91.0,2023-10-01,2024-02-01,Regular User,1
user_5817,2023-07-14,2024-01-01,8,15.73,2,1,2023-08-15,0,32.0,2023-07-01,2024-01-01,Regular User,0
user_5818,2023-05-31,2023-06-21,9,14.0,5,0,,1,,2023-05-01,2023-06-01,Churned,0
user_5819,2023-12-31,2024-01-30,13,19.33,4,0,,0,,2023-12-01,2024-01-01,Regular User,2
user_5820,2023-05-03,2023-09-14,11,18.58,6,1,2023-07-21,0,79.0,2023-05-01,2023-09-01,Regular User,1
user_5821,2023-07-06,2023-10-18,11,4.95,2,0,,0,,2023-07-01,2023-10-01,Regular User,2
user_5822,2023-05-29,2023-10-24,6,14.76,4,0,,0,,2023-05-01,2023-10-01,Regular User,0
user_5823,2023-04-14,2023-04-29,11,12.78,3,0,,1,,2023-04-01,2023-04-01,Churned,2
user_5824,2023-08-31,2023-09-19,10,13.47,3,1,2023-09-26,0,26.0,2023-08-01,2023-09-01,Regular User,0
user_5825,2023-08-19,2023-09-30,7,6.04,4,1,2023-11-18,0,91.0,2023-08-01,2023-09-01,Regular User,1
user_5826,2023-07-25,2024-01-12,10,1.0,5,0,,0,,2023-07-01,2024-01-01,Regular User,0
user_5827,2023-07-17,2023-09-01,9,22.48,5,1,2023-09-03,0,48.0,2023-07-01,2023-09-01,Regular User,1
user_5828,2023-12-03,2024-03-25,10,13.82,4,0,,0,,2023-12-01,2024-03-01,Regular User,0
user_5829,2023-03-28,2023-04-15,12,16.46,3,0,,1,,2023-03-01,2023-04-01,Churned,2
user_5830,2023-05-22,2023-07-08,12,11.56,3,1,2023-08-05,0,75.0,2023-05-01,2023-07-01,Regular User,1
user_5831,2023-11-13,2024-03-30,9,7.82,4,0,,0,,2023-11-01,2024-03-01,Regular User,0
user_5832,2023-07-18,2023-12-21,9,12.27,5,1,2023-09-23,0,67.0,2023-07-01,2023-12-01,Regular User,1
user_5833,2023-02-15,2023-03-31,11,9.94,8,1,2023-03-04,0,17.0,2023-02-01,2023-03-01,Regular User,3
user_5834,2023-10-15,2024-03-26,15,18.04,1,0,,0,,2023-10-01,2024-03-01,Regular User,2
user_5835,2023-01-15,2023-07-09,12,16.68,4,1,2023-03-31,0,75.0,2023-01-01,2023-07-01,Regular User,1
user_5836,2023-02-13,2023-05-10,9,18.31,5,1,2023-05-10,0,86.0,2023-02-01,2023-05-01,Regular User,1
user_5837,2023-06-18,2023-07-02,8,16.93,2,0,,1,,2023-06-01,2023-07-01,Churned,0
user_5838,2023-11-06,2024-02-23,8,5.3,4,0,,0,,2023-11-01,2024-02-01,Regular User,0
user_5839,2023-02-13,2023-08-03,7,13.17,5,0,,1,,2023-02-01,2023-08-01,Churned,0
user_5840,2023-04-08,2023-07-12,12,10.9,8,1,2023-04-26,0,18.0,2023-04-01,2023-07-01,Regular User,3
user_5841,2023-09-18,2024-03-03,13,15.84,4,0,,0,,2023-09-01,2024-03-01,Regular User,2
user_5842,2023-04-19,2023-07-29,11,11.72,7,0,,1,,2023-04-01,2023-07-01,Churned,3
user_5843,2023-10-10,2024-01-03,5,16.55,8,1,2024-01-25,0,107.0,2023-10-01,2024-01-01,Regular User,1
user_5844,2023-12-09,2024-04-28,10,16.78,3,1,2024-03-22,0,104.0,2023-12-01,2024-04-01,Regular User,1
user_5845,2023-04-14,2023-07-03,11,13.72,7,1,2023-06-23,0,70.0,2023-04-01,2023-07-01,Regular User,1
user_5846,2023-09-13,2023-11-02,10,16.4,1,0,,0,,2023-09-01,2023-11-01,Regular User,0
user_5847,2023-07-25,2023-11-13,9,16.88,5,1,2023-08-22,0,28.0,2023-07-01,2023-11-01,Regular User,0
user_5848,2023-12-01,2023-12-15,9,15.62,5,0,,0,,2023-12-01,2023-12-01,Regular User,0
user_5849,2023-02-12,2023-04-17,7,16.78,3,1,2023-03-05,0,21.0,2023-02-01,2023-04-01,Regular User,0
user_5850,2023-12-19,2024-03-15,11,18.31,2,1,2024-03-30,0,102.0,2023-12-01,2024-03-01,Regular User,1
user_5851,2023-09-02,2023-11-16,11,13.17,3,1,2023-12-14,0,103.0,2023-09-01,2023-11-01,Regular User,1
user_5852,2023-10-14,2023-10-23,8,11.29,6,1,2024-01-27,0,105.0,2023-10-01,2023-10-01,Regular User,1
user_5853,2023-12-21,2024-01-31,8,16.74,6,0,,0,,2023-12-01,2024-01-01,Regular User,3
user_5854,2023-09-30,2024-01-02,12,12.11,9,0,,0,,2023-09-01,2024-01-01,Regular User,3
user_5855,2023-03-24,2023-04-03,12,14.95,3,0,,1,,2023-03-01,2023-04-01,Churned,2
user_5856,2023-04-20,2023-08-15,6,14.33,2,0,,1,,2023-04-01,2023-08-01,Churned,0
user_5857,2023-07-09,2023-11-29,9,23.43,6,1,2023-09-21,0,74.0,2023-07-01,2023-11-01,Regular User,1
user_5858,2023-10-15,2024-02-16,5,18.79,5,0,,0,,2023-10-01,2024-02-01,Regular User,0
user_5859,2023-09-08,2023-11-24,5,21.17,4,1,2023-12-03,0,86.0,2023-09-01,2023-11-01,Regular User,1
user_5860,2023-07-31,2023-12-24,10,17.06,8,1,2023-10-19,0,80.0,2023-07-01,2023-12-01,Regular User,1
user_5861,2023-10-18,2024-03-24,8,16.44,7,0,,0,,2023-10-01,2024-03-01,Regular User,3
user_5862,2023-05-13,2023-08-10,12,17.08,6,0,,1,,2023-05-01,2023-08-01,Churned,2
user_5863,2023-07-20,2023-07-27,12,12.71,8,1,2023-11-12,0,115.0,2023-07-01,2023-07-01,Regular User,1
user_5864,2023-10-12,2024-03-11,13,9.29,3,1,2023-11-30,0,49.0,2023-10-01,2024-03-01,Regular User,2
user_5865,2023-11-22,2024-04-05,6,17.9,5,0,,0,,2023-11-01,2024-04-01,Regular User,0
user_5866,2023-04-05,2023-07-24,11,17.56,5,1,2023-07-17,0,103.0,2023-04-01,2023-07-01,Regular User,1
